employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
1722,Human Resources,Human Resources,0.45900262638963435,Medium,2.0,2.0,4.0,62,"Active Listening, Active Learning, Learning Strategies, Adobe Human Capital Application Solution Accelerator, Apple Final Cut Pro, Applicant tracking software, AST Staff Matrix, Blackboard software, BlackDog Recruiting, Bond International Software Bond StaffSuite, Cluen Encore, Cluen executive recruitment software, Database software, DGCC.com RecruitTrack, Drupal, Evernote, Extensible markup language XML, GoBackgrounds, Google Docs, HireAbility ResumeParser, HireLogic PowerPlace, Human resource management software HRMS, IBM InfoSphere DataStage, IBM SPSS Statistics, Industrial Code Recruitpoint.net, Intelius, Intelligent Algorithms InfoGIST Platinum Recruiter, Intuit QuickBooks, Job posting software, Kronos Workforce Payroll, Lawson Human Resource Management, Loom, Marketo Marketing Automation, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visual Basic for Applications VBA, NetSuite ERP, Oracle Hyperion, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Oracle PeopleSoft Financials, Oracle Primavera Enterprise Project Portfolio Management, Post Once, Recruitpoint.net, ResumeRobot, Sage 50 Accounting, Salesforce software, SAP software, SAS, SmugMug Flickr, Social media sites, StaffingSoft Staffing Edition, StataCorp Stata, Tableau, TalentHook, Teradata Database, Web browser software, Zoom",Enterprise Resource Planning with SAP
1724,Manufacturing Director,Research & Development,0.3582631362035571,Low,4.0,2.0,2.0,39,"Reading Comprehension, Speaking, Learning Strategies, Monitoring, ABB Optimize IT Predict & Control, Adobe Acrobat, Adobe InDesign, Adobe Photoshop, Apple Final Cut Pro, Autodesk AutoCAD, AVEVA InTouch HMI, Citect IIM, Computer integrated manufacturing CIM software, Computer integrated manufacturing CIM time manager software, Computer integrated manufacturing CIM warehouse shipping manager software, Computerized maintenance management system CMMS, Distributed control system DCS, Eko, Email software, Exact Software JobBOSS, IBM Notes, Industrial production manager and stock control software, Intuit QuickBooks, JamBoard, Landfill gas analysis software, Landtec System Software LFG Pro, Microsoft Outlook, Microsoft PowerPoint, NetSuite ERP, Oracle JD Edwards EnterpriseOne, Plant management software, ProcessPro Premier, Prosys Open Platform Communications unified architecture software, PTC Creo Parametric, Qlik Tech QlikView, Schneider Electric CitectSCADA, Supervisory control and data acquisition SCADA software, Web browser software, YouTube",Designing High-Impact PowerPoint Presentations
1725,Laboratory Technician,Research & Development,0.5837851044251724,Medium,2.0,4.0,5.0,21,"Writing, Mathematics, Active Learning, Learning Strategies, Monitoring, Billing software, Database software, Google Docs, Hematology laboratory workflow management software, IBM Notes, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Minitab, National Instruments LabVIEW, Quizlet, Reimbursement screening software, SAP software",Enterprise Resource Planning with SAP
1727,Healthcare Representative,Research & Development,0.04591372023320262,Low,4.0,2.0,4.0,19,"Active Listening, Science, Critical Thinking, CareOne CareEnsure, Complaint management software, eClinicalWorks EHR software, Healthcare common procedure coding system HCPCS, Henry Schein Dentrix, Medical procedure coding software, MEDITECH software, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft PowerPoint, Microsoft Windows, Pemimic Patient Relations Suite, Peminic Patient Safety & Quality Suite, rL Solutions Feedback MonitorPro",Designing High-Impact PowerPoint Presentations
1728,Manufacturing Director,Research & Development,0.02186278459060174,Low,1.0,4.0,2.0,33,"Reading Comprehension, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Adobe Acrobat, Adobe After Effects, Adobe InDesign, Clockware, Computerized maintenance management system CMMS, Database software, Eko, Email software, Employee performance management system, Exact Software JobBOSS, FileMaker Pro, Financial planning software, IBM Rational ClearQuest, Industrial production manager and stock control software, Intuit QuickBooks, Landfill gas analysis software, Landtec System Software LFG Pro, Marel production system MPS, Microsoft Excel, Microsoft Word, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, PTC Creo Parametric, Scadex Technologies MAESTRO, Statistical process control SPC software, Supervisory control and data acquisition SCADA software, WorkTech MAXIMO",FileMaker Pro Database Development
1729,Research Scientist,Research & Development,0.10255458861957763,Low,1.0,1.0,2.0,14,"Mathematics, Science, Critical Thinking, FileMaker Pro, IBM Notes, IBM SPSS Statistics, Microsoft Office software, Microsoft Project, Python, SAS, UNIX, Waters MassLynx, Waters Millennium32, Waters Q-DIS/QM LIMS",FileMaker Pro Database Development
1731,Sales Executive,Sales,0.3481204245472873,Low,1.0,4.0,1.0,48,"Reading Comprehension, Active Listening, Critical Thinking, Monitoring, Ab Initio, Ansible software, Apache Pig, Apple iOS, C, Cisco Systems VPN Client, Docker, Enterprise application integration EAI software, Extensible markup language XML, Google Cloud software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM Domino, JavaScript, Management information systems MIS, MapReduce big data software, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Office software, Microsoft SharePoint, Microsoft Teams, Microsoft Word, Network directory services software, NortonLifeLock cybersecurity software, Oracle PeopleSoft, Perl, Platform as a service PaaS, Python, R, Ruby, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP Business Objects, SAP Business One, Scheduling software, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, UNIX, Virtual private networking VPN software, WebEx Sales Center",JavaScript Web Development Essentials
1732,Sales Executive,Sales,0.2910729714988939,Low,1.0,5.0,4.0,55,"Reading Comprehension, Mathematics, Critical Thinking, Active Learning, Monitoring, Ab Initio, Apache Cassandra, Apache Hadoop, Apache HBase, Atlassian JIRA, Autodesk AutoCAD, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Database management software, Enterprise application integration EAI software, Extensible markup language XML, Google Cloud software, Google Workspace software, Informatica Corporation PowerCenter, Linux, Management information systems MIS, MapReduce big data software, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft SQL Server, Microsoft Visio, Microsoft Windows Server, Microsoft Word, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle Java, Oracle PeopleSoft, Perl, Platform as a service PaaS, RESTful API, Ruby, Sales analysis software, Salesforce software, SAP Business Objects, SAP software, Security assertion markup language SAML, Shell script, Splunk Enterprise, Teradata Database, Virtual private networking VPN software, Web browser software, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
1733,Sales Executive,Sales,0.7417009069788184,High,4.0,5.0,3.0,59,"Reading Comprehension, Active Listening, Speaking, Ab Initio, Ansible software, Apache HBase, Apache Pig, Apple iOS, Atlassian JIRA, Autodesk AutoCAD, Border Gateway Protocol BGP, C++, Cisco Systems CiscoWorks, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Google Cloud software, Graphics software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM DB2, Informatica Corporation PowerCenter, Linux, McAfee, Microsoft Access, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, Microsoft Windows Server, Microsoft Word, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Oracle PeopleSoft, Oracle Solaris, Perl, Platform as a service PaaS, Python, R, React, Ruby, Salesforce software, SAP Adaptive Server Enterprise, Scheduling software, Security assertion markup language SAML, Splunk Enterprise, Teradata Database, UNIX, Wireshark",C++ Object-Oriented Programming
1734,Sales Executive,Sales,0.8252622503624273,High,4.0,1.0,4.0,59,"Reading Comprehension, Writing, Mathematics, Science, Active Learning, Monitoring, Ab Initio, Amazon Web Services AWS software, Apache HBase, Apache Struts, Atlassian JIRA, C++, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Firewall software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, JavaScript, Kubernetes, MapReduce big data software, Microsoft Azure software, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, Microsoft Word, MicroStrategy, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle PeopleSoft, Perl, Platform as a service PaaS, Python, React, Ruby, SAP Adaptive Server Enterprise, SAP Business Objects, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Shell script, Software as a service SaaS, Structured query language SQL, Virtual private networking VPN software, Voice over internet protocol VoIP system software, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
1735,Laboratory Technician,Research & Development,0.7539220709294405,High,4.0,4.0,5.0,14,"Critical Thinking, Learning Strategies, Billing software, Database software, Google Docs, IBM Notes, Laboratory information system LIS, MEDITECH software, Microsoft Office software, Quality control software, Reimbursement screening software, SAP software, Sunquest Information Systems Sunquest Laboratory, Test result delivery software",Enterprise Resource Planning with SAP
1736,Manufacturing Director,Research & Development,0.4175149836134629,Medium,3.0,1.0,3.0,40,"Reading Comprehension, Active Listening, Speaking, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, ABB Optimize IT Predict & Control, Adobe InDesign, Adobe Photoshop, Apple Final Cut Pro, AVEVA InTouch HMI, Citect IIM, CitectSCADA Reports, Computer integrated manufacturing CIM software, Database software, Distributed control system DCS, Eko, Email software, Employee scheduling software, IBM Rational ClearQuest, Marel production system MPS, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft Word, Minitab, NetSuite ERP, Oracle JD Edwards EnterpriseOne, Prosys Open Platform Communications unified architecture software, PTC Creo Parametric, Qlik Tech QlikView, QUMAS quality management solution software, Schneider Electric CitectSCADA, Supervisory control and data acquisition SCADA software, Web browser software, WorkSchedule.net, YouTube",SQL Querying for Beginners
1737,Laboratory Technician,Research & Development,0.1068402350757933,Low,4.0,5.0,2.0,22,"Reading Comprehension, Writing, Science, Monitoring, Billing software, Data entry software, Electronic medical record EMR software, Email software, Google Docs, Laboratory information system LIS, Medical digital imaging software, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft Excel, Microsoft Outlook, National Instruments LabVIEW, Quality control software, Reimbursement screening software, SAP software, Specimen tracking software, Test result delivery software",Enterprise Resource Planning with SAP
1739,Sales Executive,Sales,0.6970344494589742,Medium,2.0,5.0,1.0,55,"Reading Comprehension, Active Listening, Writing, Mathematics, Critical Thinking, Active Learning, Learning Strategies, Apache Cassandra, Apache Hadoop, Apple iOS, Autodesk AutoCAD, C, C++, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Docker, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Firewall software, Google Workspace software, Graphics software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Domino, JavaScript, Linux, MapReduce big data software, McAfee, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft Project, Microsoft SharePoint, Microsoft Windows Server, Microsoft Word, MicroStrategy, NortonLifeLock cybersecurity software, Oracle Java, Oracle PeopleSoft, Oracle Solaris, PHP, RESTful API, Salesforce software, SAP Adaptive Server Enterprise, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Security assertion markup language SAML, Shell script, Splunk Enterprise, Structured query language SQL, Voice over internet protocol VoIP system software, Web browser software, WebEx Sales Center",C++ Object-Oriented Programming
